ACTIVITY_NO,EVENT_NUM,STATION_NAME,COUNTY_NAME,WATERBODY_NAME,STATION_DESC,COMMON_NAME,FISH_COUNT,TOTAL WEIGHT (grams),MINIMUM LENGTH (millimeters),MAXIMUM LENGTH (millimeters),MUSEUM_FISH_COUNT,DEFORMITY_COUNT,FIN_EROSION_COUNT,LESION_COUNT,TUMOR_COUNT,MULTI_ANOMALY_COUNT,ANCHOR_WORMS_COUNT,LEECHES_COUNT,SWIRLED_SCALES_COUNT,POP_EYE_COUNT,EMACIATED_COUNT,FUNGUS_COUNT,PARASITES_COUNT
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Bluegill,1,18,109,109,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Bluntnose Minnow,14,27,38,79,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Central Stoneroller,260,2640,42,163,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Creek Chub,9,12,53,62,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Golden Redhorse,11,5590,261,461,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Green Sunfish,2,52,87,127,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Greenside Darter,13,45,56,95,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Johnny Darter,5,4,43,50,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Logperch,1,37,160,160,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Mottled Sculpin,13,37,48,67,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Northern Hog Sucker,10,1499,75,307,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Orangethroat Darter,7,6,32,48,1,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Rainbow Darter,60,90,34,59,3,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,River Chub,1,2,51,51,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Rock Bass,10,568,35,186,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Sand Shiner,28,58,30,67,4,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Silver Shiner,8,17.5,41,115,5,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Silverjaw Minnow,3,8,54,86,1,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Smallmouth Bass,12,1565,73,278,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Spotfin Shiner,6,33,66,99,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Spotted Bass,2,12,72,80,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Stonecat,2,91,47,210,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Striped Shiner,24,243.5,34,180,11,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,White Sucker,4,1353,87,384,0,,,,,,,,,,,,
AB17195,14011,GMW-04-0002,Fayette,Whitewater River,SR 121,Yellow Bullhead,1,93,185,185,0,,,,,,,,,,,,
AB17181,14012,GMW-08-0001,Dearborn,Blue Creek,County Line Road,Bluntnose Minnow,14,27.5,40,81,0,,,,,,,,,,,,
AB17181,14012,GMW-08-0001,Dearborn,Blue Creek,County Line Road,Creek Chub,19,267,60,170,0,,,,,,,,,,,,
AB17181,14012,GMW-08-0001,Dearborn,Blue Creek,County Line Road,Green Sunfish,19,256.5,44,120,0,,,,,,,,,,,,
AB17181,14012,GMW-08-0001,Dearborn,Blue Creek,County Line Road,Johnny Darter,3,6,55,61,0,,,,,,,,,,,,
AB17181,14012,GMW-08-0001,Dearborn,Blue Creek,County Line Road,Orangethroat Darter,5,11.5,47,63,0,,,,,,,,,,,,
AB17181,14012,GMW-08-0001,Dearborn,Blue Creek,County Line Road,Pumpkinseed,1,7,74,74,0,,,,,,,,,,,,
AB17201,14013,GMW-07-0024,Wayne,East Fork Whitewater River,Gravel Pit Road,Banded Darter,13,40.5,45,56,0,,,,,,,,,,,,
AB17201,14013,GMW-07-0024,Wayne,East Fork Whitewater River,Gravel Pit Road,Blacknose Dace,19,58,43,80,5,,,,,,,,,,,,
AB17201,14013,GMW-07-0024,Wayne,East Fork Whitewater River,Gravel Pit Road,Bluegill,1,31.5,120,120,0,,,,,,,,,,,,
AB17201,14013,GMW-07-0024,Wayne,East Fork Whitewater River,Gravel Pit Road,Bluntnose Minnow,15,211.5,62,102,0,,,,,,,,,,,,
AB17201,14013,GMW-07-0024,Wayne,East Fork Whitewater River,Gravel Pit Road,Central Stoneroller,4,73.5,72,95,0,,,,,,,,,,,,
AB17201,14013,GMW-07-0024,Wayne,East Fork Whitewater River,Gravel Pit Road,Common Carp,2,3453,510,590,0,,,,,,,,,,,,
AB17201,14013,GMW-07-0024,Wayne,East Fork Whitewater River,Gravel Pit Road,Creek Chub,11,194,61,144,0,,,,,,,,,,,,
AB17201,14013,GMW-07-0024,Wayne,East Fork Whitewater River,Gravel Pit Road,Green Sunfish,9,70,44,92,0,,,,,,,,,,,,
AB17201,14013,GMW-07-0024,Wayne,East Fork Whitewater River,Gravel Pit Road,Johnny Darter,6,20.5,53,56,0,,,,,,,,,,,,
AB17201,14013,GMW-07-0024,Wayne,East Fork Whitewater River,Gravel Pit Road,Mottled Sculpin,8,65,48,121,0,,,,,,,,,,,,
AB17201,14013,GMW-07-0024,Wayne,East Fork Whitewater River,Gravel Pit Road,Northern Hog Sucker,9,285,116,172,0,,,,,,,,,,,,
AB17201,14013,GMW-07-0024,Wayne,East Fork Whitewater River,Gravel Pit Road,Orangethroat Darter,1,1,52,52,1,,,,,,,,,,,,
AB17201,14013,GMW-07-0024,Wayne,East Fork Whitewater River,Gravel Pit Road,Rainbow Darter,4,22,43,62,0,,,,,,,,,,,,
AB17201,14013,GMW-07-0024,Wayne,East Fork Whitewater River,Gravel Pit Road,White Sucker,6,104,80,134,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,American Brook Lamprey,1,10,183,183,1,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Banded Darter,21,19.5,37,56,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Black Redhorse,70,23833,35,425,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Bluegill,9,179,42,137,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Bluntnose Minnow,88,98,37,81,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Central Stoneroller,196,1180,55,150,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Common Carp,11,13220,288,695,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Creek Chub,15,54.5,57,75,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Golden Redhorse,51,19799,41,437,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Green Sunfish,6,62,75,110,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Greenside Darter,7,11,40,62,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Johnny Darter,2,2,47,51,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Mottled Sculpin,20,45,42,61,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Northern Hog Sucker,53,5220,56,350,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Rainbow Darter,13,14,40,54,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,River Carpsucker,8,4593,32,411,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,River Chub,9,173,41,207,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Rock Bass,15,2150,115,200,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Rosyface Shiner,23,21,35,65,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Sand Shiner,48,82,41,67,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Silver Redhorse,3,7300,622,648,0,,1,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Silver Shiner,3,27,116,130,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Silverjaw Minnow,35,61.5,28,78,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Smallmouth Bass,43,2415,46,331,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Spotfin Shiner,47,161,63,93,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Spotted Bass,23,280,76,100,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Steelcolor Shiner,2,14.5,91,100,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Stonecat,1,4.5,60,60,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,Striped Shiner,14,220,71,181,0,,,,,,,,,,,,
AB17194,14015,GMW-04-0003,Fayette,Whitewater River,SR 121,White Sucker,9,480,68,260,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Banded Darter,33,68,36,55,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Black Redhorse,22,5576,34,398,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Bluntnose Minnow,7,38,52,78,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Central Stoneroller,30,208,28,117,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Channel Catfish,2,611,330,334,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Creek Chub,7,7,28,45,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Freshwater Drum,4,2202,280,410,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Golden Redhorse,53,11040,72,407,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Gravel Chub,22,101,62,95,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Green Sunfish,2,16,35,95,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Greenside Darter,3,3,30,42,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Highfin Carpsucker,1,420,302,302,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Logperch,1,19,110,110,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Longear Sunfish,12,449,65,141,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Mottled Sculpin,2,2,30,32,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Northern Hog Sucker,16,1820,99,295,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Quillback,1,830,402,402,,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Rainbow Darter,8,14,30,44,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,River Carpsucker,4,2471,30,404,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Rock Bass,3,109,105,135,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Sand Shiner,56,147,50,70,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Shorthead Redhorse,4,854,142,360,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Silver Redhorse,2,610,340,444,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Silver Shiner,3,11,36,81,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Smallmouth Bass,3,261,168,234,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Spotfin Shiner,33,118.5,50,96,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Steelcolor Shiner,1,3,79,79,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Stonecat,1,1,30,30,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Striped Shiner,3,35,24,75,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Suckermouth Minnow,1,5,80,80,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,White Sucker,1,460,358,358,0,,,,,,,,,,,,
AB17198,14016,GMW-06-0002,Franklin,Whitewater River,St. Mary Road,Yellow Bullhead,1,27,131,131,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Banded Darter,22,39.5,28,55,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Black Redhorse,35,9751,34,414,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Bluegill,1,2.5,49,49,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Bluntnose Minnow,6,19,30,86,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Central Stoneroller,1,13.5,103,103,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Channel Catfish,5,2140,345,386,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Common Carp,5,8972,460,475,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Creek Chub,2,2,25,33,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Flathead Catfish,1,2367,584,584,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Gizzard Shad,9,1453,181,320,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Golden Redhorse,9,3980,238,363,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Green Sunfish,1,31.5,114,114,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Greenside Darter,4,3.5,24,75,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Logperch,26,148,30,120,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Longear Sunfish,1,34,119,119,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Mimic Shiner,8,17,48,70,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Mottled Sculpin,4,3,25,32,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Northern Hog Sucker,12,731.5,121,260,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Orangethroat Darter,1,1,50,50,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Quillback,6,5390,315,465,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Rainbow Darter,2,2.5,42,50,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,River Carpsucker,22,27750,433,501,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Rock Bass,3,190,134,173,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Sand Shiner,13,20.5,45,72,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Silver Redhorse,1,1324,492,492,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Silver Shiner,4,34,78,119,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Silverjaw Minnow,3,8.5,70,75,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Smallmouth Bass,2,89,111,183,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Spotfin Shiner,7,52.5,77,104,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,Striped Shiner,5,89,84,162,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,White Bass,1,120.5,237,237,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,White Crappie,1,176,235,235,0,,,,,,,,,,,,
AB17184,14017,GMW-07-0009,Union,East Fork Whitewater River,Philomath Road,White Sucker,14,20.5,27,106,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,American Brook Lamprey,8,100,158,210,8,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Banded Darter,26,28,32,66,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Black Crappie,1,63,180,180,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Black Redhorse,19,4003,50,320,1,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Blacknose Dace,4,6,44,65,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Bluegill,17,182,46,95,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Bluntnose Minnow,29,120,50,86,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Central Stoneroller,115,1116,42,175,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Common Carp,9,28190,381,714,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Creek Chub,18,110,45,145,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Golden Redhorse,6,1348,140,310,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Green Sunfish,21,342,40,147,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Greenside Darter,24,94,44,101,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Johnny Darter,17,26,38,55,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Largemouth Bass,6,1855,58,445,0,,,1,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Mottled Sculpin,116,283,28,85,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Northern Hog Sucker,33,2764,58,266,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Orangethroat Darter,37,40,32,58,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Rainbow Darter,50,75,25,72,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Rock Bass,14,737,74,242,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Rosyface Shiner,3,7,46,87,3,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Sand Shiner,25,58,42,75,11,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Silver Shiner,2,9,59,113,2,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Silverjaw Minnow,11,73,64,81,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Smallmouth Bass,1,1,32,32,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Spotfin Shiner,2,6,72,75,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Stonecat,1,18,128,128,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Striped Shiner,9,110,38,145,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,White Sucker,26,1021,79,278,0,,,,,,,,,,,,
AB17214,14018,GMW-01-0003,Wayne,Whitewater River,Main Street,Yellow Bullhead,1,39,145,145,0,,,,,,,,,,,,
AB17191,14019,GMW-07-0010,Wayne,Tributary of East Fork Whitewater River,Beelor Road,Blacknose Dace,28,39.5,37,65,3,,,,,,,,,,,,
AB17191,14019,GMW-07-0010,Wayne,Tributary of East Fork Whitewater River,Beelor Road,Central Stoneroller,45,246,41,105,0,,,,,,,,,,,,
AB17191,14019,GMW-07-0010,Wayne,Tributary of East Fork Whitewater River,Beelor Road,Creek Chub,84,982,52,178,0,,,,,,,,,,,,
AB17191,14019,GMW-07-0010,Wayne,Tributary of East Fork Whitewater River,Beelor Road,Green Sunfish,3,73,100,121,0,,,,,,,,,,,,
AB17191,14019,GMW-07-0010,Wayne,Tributary of East Fork Whitewater River,Beelor Road,Greenside Darter,1,4,74,74,0,,,,,,,,,,,,
AB17191,14019,GMW-07-0010,Wayne,Tributary of East Fork Whitewater River,Beelor Road,Johnny Darter,6,16,45,48,0,,,,,,,,,,,,
AB17191,14019,GMW-07-0010,Wayne,Tributary of East Fork Whitewater River,Beelor Road,Mottled Sculpin,51,100,42,58,0,,,,,,,,,,,,
AB17191,14019,GMW-07-0010,Wayne,Tributary of East Fork Whitewater River,Beelor Road,Northern Hog Sucker,2,10,71,90,0,,,,,,,,,,,,
AB17191,14019,GMW-07-0010,Wayne,Tributary of East Fork Whitewater River,Beelor Road,Orangethroat Darter,13,11,40,44,0,,,,,,,,,,,,
AB17191,14019,GMW-07-0010,Wayne,Tributary of East Fork Whitewater River,Beelor Road,Rainbow Darter,17,38,38,60,2,,,,,,,,,,,,
AB17191,14019,GMW-07-0010,Wayne,Tributary of East Fork Whitewater River,Beelor Road,Silverjaw Minnow,7,29.5,59,72,2,,,,,,,,,,,,
AB17191,14019,GMW-07-0010,Wayne,Tributary of East Fork Whitewater River,Beelor Road,Southern Redbelly Dace,4,5,38,42,1,,,,,,,,,,,,
AB17191,14019,GMW-07-0010,Wayne,Tributary of East Fork Whitewater River,Beelor Road,Striped Shiner,4,42.5,89,104,1,,,,,,,,,,,,
AB17191,14019,GMW-07-0010,Wayne,Tributary of East Fork Whitewater River,Beelor Road,White Sucker,18,353.5,69,162,1,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Banded Darter,11,34,52,60,2,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Black Redhorse,6,1380,286,322,0,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Blacknose Dace,11,22,40,78,0,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Bluntnose Minnow,16,73,56,98,0,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Central Stoneroller,129,2480,58,155,0,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Creek Chub,9,125,42,221,0,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Golden Redhorse,1,251,302,302,0,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Greenside Darter,10,87,78,110,0,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Johnny Darter,2,2,44,45,1,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Longear Sunfish,1,22,105,105,0,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Mottled Sculpin,109,411,31,110,0,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Northern Hog Sucker,19,2410,138,317,0,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Orangethroat Darter,2,4,48,55,0,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Rainbow Darter,58,153,40,65,2,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Rock Bass,17,1074,88,191,0,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Rosyface Shiner,5,16,66,81,4,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Sand Shiner,11,21.5,52,71,1,,,,,,,,,,,,
AB17215,14020,GMW-01-0004,Wayne,Whitewater River,SR 1,Silverjaw Minnow,3,22,52,81,0,,,,,,,,,,,,
